Address,Flag,Total Ether Balance,Total Transactions (including contract creation),Time Difference First-Last (min),Avg Min Between Sent Tnx,Avg Min Between Received Tnx,Sent Transactions,Received Transactions,Unique Received From Addresses,Unique Sent To Addresses,Min Value Received,Max Value Received,Avg Value Received,Min Value Sent,Max Value Sent,Avg Value Sent,Total Ether Sent,Total Ether Received,Total ERC20 Transactions,ERC20 Total Ether Received,ERC20 Total Ether Sent,ERC20 Unique Sent Addresses,ERC20 Unique Received Addresses,ERC20 Avg Time Between Sent Txn (min),ERC20 Avg Time Between Received Txn (min),ERC20 Min Value Received,ERC20 Max Value Received,ERC20 Avg Value Received,ERC20 Min Value Sent,ERC20 Max Value Sent,ERC20 Avg Value Sent,ERC20 Unique Sent Token Names,ERC20 Unique Received Token Names,ERC20 Most Sent Token Type,ERC20 Most Received Token Type,Avg Gas Price (Gwei),Avg Gas Limit (Gwei),Avg Gas Used (Gwei),Avg Gas Fee (Gwei),Avg Transaction Fee (Gwei),Gas Price Volatility (Gwei),Max Gas Volatility (Gwei),Min Gas Volatility (Gwei),Transaction Frequency (min),Gas Efficiency Ratio (%),Transaction Success-Failure Ratio,Avg Max Fee (Gwei),Avg Priority Fee (Gwei),Avg Base Fee (Gwei),Max Base Fee (Gwei),Min Base Fee (Gwei),Avg Gas Fee,Max Gas Fee,Avg Priority Fee,Max Priority Fee,Gas Price Volatility
0xde72b9575b532ab7cf37c677d95e9ce612b05ace,1,0.0,2,1924053.6333333333,0.0,962026.8,0,2,2,0,0.01,1.337,0.6735,0.0,0.0,0.0,0.0,1.347,2,1.347,0.0,0,2,0.0,962026.8166666668,0.01,1.337,0.6735,0.0,0.0,0.0,0,2,0,Blockwell say NOTSAFU,35.40548447,5.857000000000001e-05,2.10001e-05,0.000743518714494,861000.0,96.0,100.0,4.0,23314.516666666663,35.85470377326275,40.0,22.460529852140034,2.1509617600584945,8.15794653870656,14.980338490245286,2.8774310265579213,0.1644,1.1447,0.1136,0.8072,0.3753
0xdefb014b9e2f3bd81cdb084821f99b681cfca695,1,0.000278,1,0.0,0.0,0.0,0,1,1,0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,1,0.01,0.0,0,1,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0,1,0,Arnoya classic,56.5,6.825e-05,2.1e-05,0.0011864999999999,38804532.82970292,43.0,84.0,41.0,8399.166666666666,30.769230769230766,4.0,433.5135970788036,183.70358571129736,126.40630772215911,305.42415024488923,54.351752714788354,0.2651,1.7923,0.2833,1.0289,0.8598
0xdf1ec2e44a8b1774b068ecfc5ef1c937a86baf3e,1,123.32748098620264,10,2966848.316666667,0.0,296684.815,0,10,7,0,5e-18,365.0,46.72168110659134,0.0,0.0,0.0,0.0,467.2168110659134,10,467.2168110659134,0.0,0,7,0.0,296684.83166666667,5e-18,365.0,46.72168110659134,0.0,0.0,0.0,0,10,0,Bulleon Promo Token,38.2352947896338,7.138802816901416e-05,2.100002816901413e-05,0.0008029422676328,606900.0,104.0,105.0,1.0,2397.833333333333,29.41673654200909,142.0,245.99219042158344,78.41516479121698,74.80789977513089,171.50091888783913,30.968951621915917,0.2262,0.8864,0.0707,0.9484,0.4232
0xdf390bcb82f2f574b690f649da6019db64b86ca2,1,0.001276298,1,0.0,0.0,0.0,0,1,1,0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,13.37,1,13.37,0.0,0,1,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0,1,0,Blockwell say NOTSAFU,47.5,3.521333333333334e-05,2.1735166666666665e-05,0.0010324204166666,21048281.6,87.0,93.0,6.0,29829.233333333334,61.7242521772056,12.0,42.147013459273886,5.5375077550822684,14.609802766917037,28.43994146370029,5.374753677494163,0.3757,2.1661,0.2039,0.3181,0.3032
0xdf50c2da0a52f2a3a231ed38fa1b79ad97ab9563,1,0.0,2,1923965.2666666664,0.0,961982.6166666668,0,2,2,0,0.01,13.37,6.69,0.0,0.0,0.0,0.0,13.38,2,13.38,0.0,0,2,0.0,961982.6333333332,0.01,13.37,6.69,0.0,0.0,0.0,0,2,0,Blockwell say NOTSAFU,27.33333333333333,2.1e-05,2.1e-05,0.000574,17815104.548907906,61.0,65.0,4.0,19945.13333333333,100.0,6.0,24.457981568847725,2.4446863516404287,8.827462739233876,16.338312829799033,3.131379763488993,0.2934,2.3474,0.3674,1.0475,0.2634
0xdfa8e0d144b1bd7b9f08cd05a7726cc20121292f,1,0.0,2,162916.28333333333,0.0,81458.125,0,2,2,0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,2.674,2,2.674,0.0,0,2,0.0,81458.14166666666,1.337,1.337,1.337,0.0,0.0,0.0,0,2,0,Blockwell say NOTSAFU,56.99999974,3.3150000000000006e-05,2.1e-05,0.001196999994624,9345039.159498664,86.0,114.0,28.0,29123.65,63.34841628959275,8.0,27.358509673558377,2.8930014937873745,9.792556644245025,18.313866939513847,3.499876038580672,0.0771,1.1354,0.3749,1.4604,0.4344
0xe009321b26350c2cff5db607068c1f6813df40d7,1,0.0,3,174524.45,0.0,58174.8,0,3,3,0,9.11e-16,2.230692596868985,0.7435641989863285,0.0,0.0,0.0,0.0,2.2306925969589857,3,2.2306925969589857,0.0,0,3,0.0,58174.816666666666,9.11e-16,2.230692596868985,0.7435641989863285,0.0,0.0,0.0,0,3,0,Livepeer Token,31.700714285714287,5.057142857142857e-05,2.1e-05,0.000665715,537600.0,86.9,93.0,6.1,193627.5,41.52542372881357,14.0,53.69159909981432,7.96669266463144,18.280251081826936,36.3927270111831,6.83488877331856,0.0796,1.304,0.1923,0.6404,0.7067
0xe00e1f7117a69c34694ac1815177c93491fc448f,1,0.0,4,239138.35,0.0,59784.57083333333,0,4,4,0,4e-11,1500.0,375.5503055752403,0.0,0.0,0.0,0.0,1502.2012223009613,4,1502.2012223009613,0.0,0,4,0.0,59784.5875,4e-11,1500.0,375.5503055752403,0.0,0.0,0.0,0,4,0,Free BOB Tokens - BobsRepair.com,23.688990063891605,3.838716433566442e-05,2.100027972027984e-05,0.0004974754176326,353690.4,112.7,113.0,0.3,89380.73333333334,54.70651475229983,286.0,5.741026340717665,0.2770469919668417,2.307336071508845,3.733567020464114,0.7428383126947642,0.4503,2.2833,0.2699,0.9897,0.4248
0xe03c6fdd69e268a00cc93fa282fb3ce82afc8b12,1,0.0,6,2240522.0,0.0,373420.31666666665,0,6,5,0,5e-18,1.337,0.4473333333333684,0.0,0.0,0.0,0.0,2.6840000000002107,6,2.6840000000002107,0.0,0,5,0.0,373420.3333333333,5e-18,1.337,0.4473333333333684,0.0,0.0,0.0,0,6,0,Blockwell say NOTSAFU,30.33333333333333,9.873333333333333e-05,2.100000000000001e-05,0.000637,641790.0,41.0,50.0,9.0,213333.8,21.269412559081715,18.0,16.33633856660307,1.333215049885619,6.075406769885019,10.831703276387213,2.097721553829871,0.4733,0.7322,0.3278,1.2002,0.804
0xe047fb1968b9143ce4284ca0fafc012b3aa8568d,1,0.0,2,1923977.183333333,0.0,961988.575,0,2,2,0,0.01,1.337,0.6735,0.0,0.0,0.0,0.0,1.347,2,1.347,0.0,0,2,0.0,961988.5916666668,0.01,1.337,0.6735,0.0,0.0,0.0,0,2,0,Blockwell say NOTSAFU,49.0,2.9621e-05,2.4335e-05,0.001192415,32961123.22230551,83.0,90.0,7.0,8785.116666666667,82.15455251341955,3.0,2.375770223798723,0.0735950408378717,1.0194348028027094,1.5200057501835424,0.3093878571302924,0.4035,0.9849,0.3617,0.7869,0.8854
0xe08c6d06107ff83a2be9177e2dbe91c87f0a9914,1,0.000417743683287,1,0.0,0.0,0.0,0,1,1,0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,13.37,1,13.37,0.0,0,1,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0,1,0,Blockwell say NOTSAFU,49.35402424,2.1e-05,2.1e-05,0.0010364345091135,50531204.0,8.708048487,53.70804849,45.0,2893523.2,100.0,2.0,40.06387254251284,5.131451844787075,13.940038758330616,27.00892453971765,5.110992032937305,0.1781,1.5348,0.387,1.4854,0.5169
0xe10270bfb1ed82e120bfc392efb3c94a1604ded6,1,0.244156117,81,1130252.3833333333,10850.658024691358,20930.58302469136,27,54,29,5,1e-18,12879640.0,309176.7417284329,5.2e-13,15139640.0,618074.1481492014,16688002.000028435,16695544.053335374,81,16695544.053335374,16688002.000028435,5,29,10850.674691358025,20930.599691358027,1e-18,12879640.0,309176.7417284329,5.2e-13,15139640.0,618074.1481492014,26,46,Kin,Kin,22.825396825396822,0.0001974860357142,7.8629257936508e-05,0.0017947440144872,741144.6,56.0,60.0,4.0,4109.783333333334,39.8150976356958,11.6,56.21981423526376,8.53691622790562,19.07578456178429,38.13885043940104,7.1543273608346585,0.172,0.9063,0.2188,0.7379,0.7222
0xe10708068c2c17b1d13ccd2f0b572fb737fc69c4,1,0.0,3,1927560.15,0.0,642520.0333333333,0,3,3,0,0.01,1.337,0.8946666666666666,0.0,0.0,0.0,0.0,2.684,3,2.684,0.0,0,3,0.0,642520.05,0.01,1.337,0.8946666666666666,0.0,0.0,0.0,0,3,0,Blockwell say NOTSAFU,25.525,3.68e-05,2.1e-05,0.000536025,43885134.19935495,34.0,41.0,7.0,26826.766666666663,57.06521739130434,4.0,11.999654964640095,0.8386814509269144,4.56595505070059,7.910982187683683,1.5443255631056745,0.3626,0.9809,0.1931,1.3558,0.3164
0xe10c24ca7bf18640fcb35e059919348891922a3b,1,0.0,1,0.0,0.0,0.0,0,1,1,0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0,1,15.0,0.0,0,1,0.0,0.0,15.0,15.0,15.0,0.0,0.0,0.0,0,1,0,Lino,21.0,2.1e-05,2.1e-05,0.000441,246918.7389,0.0,21.0,21.0,59433.18333333333,100.0,2.0,199.43781388097636,57.21486272160022,61.6019724779052,138.50514794228414,25.146472081342036,0.168,1.794,0.1122,0.8994,0.192
0xe112784753273ebede055968ecb78dcad8ff6da2,1,0.0,1,0.0,0.0,0.0,0,1,1,0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0,1,15.0,0.0,0,1,0.0,0.0,15.0,15.0,15.0,0.0,0.0,0.0,0,1,0,Lino,21.0,2.1e-05,2.1e-05,0.000441,246916.045,0.0,21.0,21.0,312.18333333333334,100.0,2.0,4.3506482362905325,0.1826453650900968,1.7848923848053184,2.8148732903946714,0.5640750714790121,0.0809,0.6726,0.077,0.7446,0.9476
0xe22d388301e7d57e20f59e03c14ca4c026c6c3d9,1,0.0,1,0.0,0.0,0.0,0,1,1,0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,99.0,1,99.0,0.0,0,1,0.0,0.0,99.0,99.0,99.0,0.0,0.0,0.0,0,1,0,ERC20,8.3618752,2.9e-05,2.1e-05,0.0001755993792052,4283198.8,6.247500800999999,12.2475008,6.0,487731.88333333336,72.41379310344827,4.0,3.140316710861695,0.1119167985913946,1.3198886587086525,2.0195627728628787,0.4081208200881561,0.3328,0.6558,0.2884,0.9626,0.8943
0xe24b37355ce7205792f7b1df7564874f59bbbfd3,1,0.0057858,7,58605.35,19528.12777777778,1750.5541666666666,3,4,3,1,1e-08,30.0,16.1148775,1e-08,30.0,19.81983667,59.45951001,64.45951001,7,64.45951001,59.45951001,1,3,19528.14444444445,1750.5708333333334,1e-08,30.0,16.1148775,1e-08,30.0,19.81983667,2,3,ICON,ICON,19.52608695652174,3.854134782608693e-05,2.110554347826086e-05,0.0004121086772211,1120284.6,117.0,118.0,1.0,78709.21666666666,54.760782039842034,46.0,31.55375846677414,3.584565964511024,11.175248754626258,21.178037316216773,4.032362235790894,0.1042,1.6828,0.1424,0.8471,0.1948
0xe2621777f2d10d2fc5cf2f7f48d680044f2e49a8,1,0.00805567,2,1923951.8666666667,0.0,961975.9166666666,0,2,2,0,0.01,13.37,6.69,0.0,0.0,0.0,0.0,13.38,2,13.38,0.0,0,2,0.0,961975.9333333332,0.01,13.37,6.69,0.0,0.0,0.0,0,2,0,Blockwell say NOTSAFU,45.333333333333336,4.4000000000000006e-05,2.100133333333333e-05,0.0009520604444444,29804755.845243905,35.0,65.0,30.0,169929.55,47.73030303030302,3.0,97.08997555171692,19.4000424569342,31.634429009682293,66.53424938361655,12.306188999720264,0.3045,1.3363,0.1425,0.433,0.8067
0xe2dab81efe425bdd0a64e9c69393f0243d7d672f,1,0.0,3,2185569.1,0.0,728523.0166666667,0,3,3,0,2.4e-13,1.337,0.44900000000008,0.0,0.0,0.0,0.0,1.34700000000024,3,1.34700000000024,0.0,0,3,0.0,728523.0333333333,2.4e-13,1.337,0.44900000000008,0.0,0.0,0.0,0,3,0,Blockwell say NOTSAFU,21.32,2.79e-05,2.1e-05,0.00044772,418955.824,58.0,60.0,2.0,15240.0,75.26881720430107,10.0,231.7617476541861,71.69982443551791,70.79266401422491,161.4015867429073,29.1901043355866,0.2589,2.0147,0.1671,0.9367,0.4455
0xe2e55d8889141495e8442ed4ba48c6f2e638071d,1,0.0,2,1923951.8666666667,0.0,961975.9166666666,0,2,2,0,0.01,13.37,6.69,0.0,0.0,0.0,0.0,13.38,2,13.38,0.0,0,2,0.0,961975.9333333332,0.01,13.37,6.69,0.0,0.0,0.0,0,2,0,Blockwell say NOTSAFU,35.0,2.1e-05,2.1e-05,0.000735,29641975.845243905,56.0,60.0,4.0,73056.8,100.0,3.0,12.404767991747336,0.8815800674181622,4.708488477538285,8.183088319689196,1.5960761282745075,0.2165,2.4176,0.2927,1.0938,0.7155
0xe2eeb03a93343b21dd39f201bb2803d8ef779b19,1,0.0,2,194116.38333333333,0.0,0.0,1,1,1,1,13.37,13.37,13.37,100.0,100.0,100.0,100.0,13.37,2,13.37,100.0,1,1,0.0,0.0,13.37,13.37,13.37,100.0,100.0,100.0,1,1,blockwell.ai KYC Casper Token,Blockwell say NOTSAFU,30.347368421052632,4.050873684210526e-05,2.100000000000001e-05,0.0006372947368421,665700.0,96.0,100.0,4.0,12696.933333333332,51.84066854973458,19.0,101.37109013358332,20.69939320719123,32.92374054154212,69.52354380747063,12.844779734339204,0.3521,1.6169,0.209,0.4455,0.5864
0xe30ee6f6a973a07687c60be30c1b17818bc1c2a5,1,0.0,3,1927573.1166666667,0.0,642524.3555555556,0,3,3,0,0.01,1.337,0.8946666666666666,0.0,0.0,0.0,0.0,2.684,3,2.684,0.0,0,3,0.0,642524.3722222223,0.01,1.337,0.8946666666666666,0.0,0.0,0.0,0,3,0,Blockwell say NOTSAFU,29.67152435,2.1e-05,2.1e-05,0.0006231020113919,64036887.80472841,40.6569513,50.0,9.343048704,7966.016666666666,100.0,2.0,22.03036491069677,2.089367850166543,8.013195398187595,14.688175357145576,2.822720347251191,0.2389,2.4811,0.1135,0.8296,0.468
0xe3115696fc96b8b15bd7afb0213082be4595cdd8,1,0.0,2,49324.51666666667,0.0,24662.241666666665,0,2,2,0,1.337,99.0,50.1685,0.0,0.0,0.0,0.0,100.337,2,100.337,0.0,0,2,0.0,24662.25833333333,1.337,99.0,50.1685,0.0,0.0,0.0,0,2,0,ERC20,12.0,2.1e-05,2.1e-05,0.000252,14350291.2,39.0,41.0,2.0,461547.1666666667,100.0,4.0,18.341772568000945,1.586542677021879,6.762861531284839,12.187489383988371,2.3532482479094368,0.1408,0.8198,0.3673,1.2017,0.2613
0xe3224fa0197de258ba065c35380d7dfd2396ec89,1,0.0008572061475208,17,644232.9,0.0,40264.53958333333,1,16,9,1,9e-11,1000000.0,69001.64675000592,1000000.0,1000000.0,1000000.0,1000000.0,1104026.3480000948,17,1104026.3480000948,1000000.0,1,9,0.0,40264.55625,9e-11,1000000.0,69001.64675000592,1000000.0,1000000.0,1000000.0,1,9,Lucky Token,Lucky Token,12.00980487804878,6.369039024390251e-05,2.866679268292685e-05,0.0003442825866014,228985.1,54.0,55.0,1.0,100403.43333333332,45.00960438952768,26.33333333333333,77.65993898986257,13.870815479965591,25.72638230821857,52.99960668433783,9.859465339994738,0.2024,2.2672,0.3117,1.1278,0.5536
0xe344e4b209e8eabaa2a6ddd1b0aa120b7599af25,1,0.0,4,604574.1833333333,0.0,151143.52916666667,0,4,3,0,5.0,311.8233001,211.305456,0.0,0.0,0.0,0.0,845.2218241,4,845.2218241,0.0,0,3,0.0,151143.54583333334,5.0,311.8233001,211.305456,0.0,0.0,0.0,0,3,0,SinghCoin,17.723958333333332,5.225833333333333e-05,2.100000000000001e-05,0.000372203125,479587.5,59.0,60.0,1.0,31862.8,40.184978472332986,24.0,56.61500014370022,8.627233265827186,19.19989175600337,38.41192050082959,7.204249294319858,0.4623,1.6385,0.081,0.8971,0.3259
0xe349b26753eca84a2858901d414c612c8c8e20f9,1,0.0,7,2240515.083333333,0.0,320073.56666666665,0,7,5,0,5e-18,99.0,14.526285714285756,0.0,0.0,0.0,0.0,101.6840000000003,7,101.6840000000003,0.0,0,5,0.0,320073.5833333333,5e-18,99.0,14.526285714285756,0.0,0.0,0.0,0,7,0,ERC20,34.857142857142854,7.579045714285714e-05,2.0999999999999995e-05,0.0007319999999999,800100.0,113.0,128.0,15.0,400588.93333333335,27.70797378938773,35.0,2.6946798918016013,0.0889272864660789,1.1455210213613758,1.7280672840939568,0.350596143551122,0.3644,2.1962,0.2097,0.5829,0.5766
0xe350160e3c8a07e92ec58ddcb8df81a73aedc6f9,1,0.023501,1,0.0,0.0,0.0,0,1,1,0,2.107873326356362,2.107873326356362,2.107873326356362,0.0,0.0,0.0,0.0,2.107873326356362,1,2.107873326356362,0.0,0,1,0.0,0.0,2.107873326356362,2.107873326356362,2.107873326356362,0.0,0.0,0.0,0,1,0,Livepeer Token,45.44444444444444,0.0002326111111111,2.100000000000001e-05,0.0009543333333333,1098300.0,98.0,99.0,1.0,72124.51666666666,9.027943635060907,18.0,174.57697518539177,46.84229179322144,54.45836126369329,120.9413986835102,22.033228292632675,0.0769,0.5716,0.2906,1.2754,0.5414
0xe3bbcdf129da8cf2b4e9c4950e343a693e9229cc,1,0.02,3,1927560.15,0.0,642520.0333333333,0,3,3,0,0.01,1.337,0.8946666666666666,0.0,0.0,0.0,0.0,2.684,3,2.684,0.0,0,3,0.0,642520.05,0.01,1.337,0.8946666666666666,0.0,0.0,0.0,0,3,0,Blockwell say NOTSAFU,20.0,2.1e-05,2.1e-05,0.0004199999999999,65611926.299032405,0.0,20.0,20.0,0.0,100.0,1.0,153.02354155782032,38.4287784759077,48.20392793772782,105.75157386468346,19.331551646174667,0.4995,1.5007,0.2918,0.8714,0.347
0xe3d474f3686a831bf380498d1dbd57fdf972ca30,1,0.0,1,0.0,0.0,0.0,0,1,1,0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,1,100.0,0.0,0,1,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0,1,0,Matic Network,7.899289633846154,0.0001093022820512,8.870992307692309e-05,0.0007007453757808,407111.6,12.22499994,13.22499994,1.0,212606.15,81.16017471190806,38.0,9.878449364067722,0.6261417204839466,3.813470295440357,6.489130558398476,1.273136247682541,0.2431,2.0241,0.2374,0.6888,0.896
0xe432d9a9be076334474a6a35ede39b278686f923,1,1e-06,2,1924053.6333333333,0.0,962026.8,0,2,2,0,0.01,1.337,0.6735,0.0,0.0,0.0,0.0,1.347,2,1.347,0.0,0,2,0.0,962026.8166666668,0.01,1.337,0.6735,0.0,0.0,0.0,0,2,0,Blockwell say NOTSAFU,41.0,2.1e-05,2.1e-05,0.000861,32624245.88897217,0.0,41.0,41.0,0.0,100.0,1.0,39.87712937924254,5.095558484022601,13.879873402394496,26.880707258088545,5.087342311454677,0.4115,2.2305,0.1995,0.7212,0.1068
0xe45aa28d270a049b489ccbb156c2e2c3de0d571d,1,0.0,8,2403699.2,0.0,343385.5833333333,1,7,7,1,5e-15,200.0,39.55543942001428,18.8780759,18.8780759,18.8780759,18.8780759,276.88807594009995,8,276.88807594009995,18.8780759,1,7,0.0,343385.6,5e-15,200.0,39.55543942001428,18.8780759,18.8780759,18.8780759,1,7,Synthetix Network Token,NucleusVision,8.636178327571427,8.113371428571429e-05,7.668678571428571e-05,0.0006622807567968,7566442.34125305,39.548,41.0,1.452000001,41002.75,94.51901270565696,14.0,45.60446745973941,6.233874817940406,15.716077510790573,30.81790776059509,5.812319456108945,0.1375,0.5267,0.0998,0.9219,0.9643
0xe4f158abd814face37a76bb046eb8d5d2982e48f,1,0.0,3,2067503.0333333327,0.0,689167.661111111,0,3,3,0,5e-18,13.37,4.46,0.0,0.0,0.0,0.0,13.38,3,13.38,0.0,0,3,0.0,689167.6777777778,5e-18,13.37,4.46,0.0,0.0,0.0,0,3,0,Blockwell say NOTSAFU,15.94989937,2.1e-05,2.1e-05,0.000334947886791,26194307.80826972,38.15030189,41.0,2.849698113,670.7666666666667,100.0,3.0,33.154589383670654,3.861245540098416,11.699166754364768,22.27286790701639,4.235409223862756,0.0863,2.1816,0.3677,0.9603,0.9809
0xe4fa5149306b12d51dc0d04e5e95bc9704ccaad7,1,0.0,60,94545.53333333334,2.434259259259259,2251.0674603174607,18,42,36,1,3e-12,57420.0,4582.72993212598,3e-12,79715.0,8470.758730516178,152473.6571492912,192474.6571492912,60,192474.6571492912,152473.6571492912,1,36,2.450925925925925,2251.084126984127,3e-12,57420.0,4582.72993212598,3e-12,79715.0,8470.758730516178,17,18,SunContract,SunContract,21.0,5.058906e-05,3.2322560000000005e-05,0.00067877376,684375.3,0.0,21.0,21.0,30133.716666666667,63.892390963579885,49.0,10.948216908668776,0.7307395614565053,4.19431893333471,7.205560754290366,1.4099505778723884,0.1489,1.5636,0.1461,0.9975,0.5035
0xe4fc4c3889b5442391acad627673f4ef7efe7b97,1,0.0,5,2070888.95,0.0,414177.7733333333,0,5,5,0,5e-18,99.0,20.336800000000004,0.0,0.0,0.0,0.0,101.684,5,101.684,0.0,0,5,0.0,414177.79,5e-18,99.0,20.336800000000004,0.0,0.0,0.0,0,5,0,ERC20,27.400536780800003,5.144e-05,2.1e-05,0.0005754112723968,33104171.062012628,36.0026839,46.0026839,10.0,392817.06666666665,40.82426127527216,5.0,9.275948856631882,0.5696536168969903,3.5976420532728457,6.086254824964231,1.1960345798088134,0.1755,2.1224,0.084,0.8714,0.9796
0xe54659243f8542d6abfd15bbff69f62465786756,1,0.0,1,0.0,0.0,0.0,0,1,1,0,7.77e-16,7.77e-16,7.77e-16,0.0,0.0,0.0,0.0,7.77e-16,1,7.77e-16,0.0,0,1,0.0,0.0,7.77e-16,7.77e-16,7.77e-16,0.0,0.0,0.0,0,1,0,INS Promo,32.2,6.1000000000000005e-05,2.1e-05,0.0006762,2142341.0,39.0,40.0,1.0,40195.78333333333,34.42622950819671,5.0,22.42375180082976,2.145672267926085,8.145578766712866,14.95535517821778,2.8727536979495283,0.3796,2.3205,0.2173,0.5258,0.5496
0xe55996c55e188fbcf95ed6ca96fa933171c05fa0,1,0.88675335,5,2067444.5166666664,0.0,413488.88666666666,0,5,5,0,5e-18,99.0,22.47601778,0.0,0.0,0.0,0.0,112.3800889,5,112.3800889,0.0,0,5,0.0,413488.9033333333,5e-18,99.0,22.47601778,0.0,0.0,0.0,0,5,0,ERC20,26.53333333333333,2.099999999999999e-05,2.099999999999999e-05,0.0005571999999999,34002927.46498354,174.0,179.0,5.0,1277794.5166666666,100.0,45.0,115.27053113887872,25.10723662453438,37.08279654866097,79.24450175747396,14.592306089187112,0.4805,2.2256,0.2473,1.3197,0.4034
0xe56303d8ff8c25c240f41d90fcaae1469c5b5f77,1,0.0,4,543149.2833333333,0.0,135787.30416666667,0,4,4,0,3.8e-11,4.0,1.6685000000094998,0.0,0.0,0.0,0.0,6.674000000037999,4,6.674000000037999,0.0,0,4,0.0,135787.32083333333,3.8e-11,4.0,1.6685000000094998,0.0,0.0,0.0,0,4,0,OCoin,32.731428571428566,4.9911914285714266e-05,2.0999999999999995e-05,0.0006873599999999,346710.0,112.5,113.5,1.0,49944.13333333333,42.07412258281305,35.0,48.80003024066065,6.901576457113665,16.733020257155477,33.01872875131775,6.216525357863097,0.1735,1.1887,0.0828,1.449,0.4953
0xe575d2262f516a392e018bd5db9afbc6ae656c92,1,4.508056644e-06,1,0.0,0.0,0.0,0,1,1,0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,13.37,1,13.37,0.0,0,1,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0,1,0,Blockwell say NOTSAFU,56.05555274,2.1e-05,2.1e-05,0.0011771666074507,50478704.0,138.9962748,141.1092429,2.112968078,3469887.9,100.0,4.0,13.994721285750222,1.0567004981466548,5.264664039133254,9.252571209017816,1.7990668534053933,0.1151,1.5301,0.0956,0.5987,0.4913
0xe597880cb0591c6fc09e1b2778c26cad34922b82,1,7.53e-16,3,1927560.15,0.0,642520.0333333333,0,3,3,0,0.01,1.337,0.8946666666666666,0.0,0.0,0.0,0.0,2.684,3,2.684,0.0,0,3,0.0,642520.05,0.01,1.337,0.8946666666666666,0.0,0.0,0.0,0,3,0,Blockwell say NOTSAFU,37.4,6.060000000000001e-05,2.1e-05,0.0007853999999999,37870529.31373281,46.0,61.0,15.0,2059.9666666666667,34.653465346534645,5.0,66.64445703026104,11.022794814775622,22.3293085628497,45.35339595184016,8.47041646409436,0.354,0.6388,0.0606,0.3273,0.3223
0xe5b913f91f2b90c5cd04d711e1eb3214c56dba98,1,0.0154371282619097,16,2395235.1,399202.2944444445,199774.4933333333,6,10,7,2,2.990114e-12,49666.85779,6073.785209303287,1.202951e-08,49666.85779,10105.975334024011,60635.85200414407,60737.85209303287,16,60737.85209303287,60635.85200414407,2,7,399202.3111111112,199774.51,2.990114e-12,49666.85779,6073.785209303287,1.202951e-08,49666.85779,10105.975334024011,6,8,Pundi X Token,Pundi X Token,62.85739301066666,5.649099999999999e-05,2.512958333333333e-05,0.0015795800957776,1571749.684,187.9251537,198.0,10.07484626,2395213.8666666667,44.4842246257516,12.0,0.4738789527057641,0.0065305361229368,0.2291791536229053,0.2942707584805693,0.0624412293388703,0.1658,0.5633,0.3472,1.0916,0.9419
0xe5f08b41bc8e37ee5e5934d4a27e67e059370011,1,0.0,2,1923977.183333333,0.0,961988.575,0,2,2,0,0.01,1.337,0.6735,0.0,0.0,0.0,0.0,1.347,2,1.347,0.0,0,2,0.0,961988.5916666668,0.01,1.337,0.6735,0.0,0.0,0.0,0,2,0,Blockwell say NOTSAFU,50.0,2.1e-05,2.1e-05,0.00105,32744123.22230551,18.0,59.0,41.0,830.5166666666667,100.0,2.0,111.55768262695658,23.90211291637572,35.97565873383027,76.6455785764933,14.125661672953033,0.4984,2.1421,0.2036,1.3314,0.7023
0xe61df1f5b8dd4e4e2a874157c2c97daf7314b795,1,0.0,11,879660.2833333333,0.0,79969.1,0,11,8,0,5e-18,12757.0,1331.6631221018688,0.0,0.0,0.0,0.0,14648.294343120557,11,14648.294343120557,0.0,0,8,0.0,79969.11666666667,5e-18,12757.0,1331.6631221018688,0.0,0.0,0.0,0,11,0,CANDY,43.328908143940936,6.267640151515181e-05,2.145041969696984e-05,0.0009294232646989,804300.0,119.0,120.0,1.000000001,1031107.3666666668,34.224076651535704,660.0,2.1557535273883324,0.0635972633396039,0.931721061692673,1.376761098097117,0.280934893430713,0.0816,1.7598,0.3306,1.028,0.752
